Clean_Player,Team,G,A,Pts,plus_minus,Sh,TOI_sec,PIM,FOW,FOL,Games_Played,FO%,TOI
Cole Eiserman,Boston University,25,11,36,7,107,36245.0,27,0.0,1.0,39,0.0,10:04:05
Cole Galata,Sacred Heart,6,7,13,4,32,29359.0,11,5.0,10.0,38,33.33333333333333,08:09:19
Cole Gordon,Arizona State,3,2,5,-4,25,15079.0,4,126.0,96.0,34,56.75675675675676,04:11:19
Cole Helm,Arizona State,0,1,1,1,0,1477.0,2,0.0,2.0,3,0.0,00:24:37
Cole Hutson,Boston University,14,34,48,5,117,55207.0,64,0.0,0.0,39,,15:20:07
Cole Knuble,Notre Dame,12,27,39,6,108,41647.0,12,193.0,198.0,34,49.36061381074169,11:34:07
Cole Kodsi,Canisius,4,8,12,-6,70,26038.0,8,19.0,38.0,31,33.33333333333333,07:13:58
Cole Melady,Stonehill,1,2,3,-8,20,22034.0,14,12.0,8.0,27,60.0,06:07:14
Cole Miller,St. Thomas,1,2,3,1,25,25999.0,10,0.0,0.0,31,,07:13:19
Cole Moore,Bowling Green,0,0,0,0,0,0.0,0,0.0,0.0,20,,00:00:00
Cole O'Hara,Massachusetts,22,29,51,21,116,48072.0,14,7.0,6.0,40,53.84615384615385,13:21:12
Cole Plowman,Alaska,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Colin Grable,Dartmouth,0,1,1,1,10,7652.0,8,0.0,0.0,19,,02:07:32
Colin Kessler,Vermont,12,11,23,-4,105,35259.0,39,84.0,113.0,34,42.63959390862944,09:47:39
Colin Ralph,St. Cloud State,1,7,8,-4,36,43852.0,20,0.0,0.0,35,,12:10:52
Coltan Wilkie,Lindenwood,0,1,1,-1,5,3701.0,0,0.0,1.0,6,0.0,01:01:41
Colton Cameron,Bentley,0,5,5,9,16,25908.0,10,0.0,1.0,38,0.0,07:11:48
Colton Friesen,Augustana,7,10,17,2,43,28185.0,6,81.0,108.0,32,42.857142857142854,07:49:45
Colton Huard,New Hampshire,0,10,10,-6,64,45496.0,22,0.0,0.0,35,,12:38:16
Conner Brown,Ferris State,0,2,2,-3,14,10247.0,4,0.0,0.0,16,,02:50:47
Conner Hutchison,Miami,2,7,9,-10,47,38069.0,22,1.0,0.0,33,100.0,10:34:29
Connor Androlewicz,Stonehill,0,0,0,0,0,0.0,0,0.0,0.0,28,,00:00:00
Connor Caponi,Denver,5,4,9,8,39,24692.0,65,133.0,103.0,42,56.355932203389834,06:51:32
Connor Eddy,Mass.-Lowell,5,5,10,7,63,30577.0,32,10.0,7.0,36,58.82352941176471,08:29:37
Connor Gourley,Robert Morris,1,0,1,-7,13,12666.0,20,1.0,3.0,23,25.0,03:31:06
Connor Gregga,Long Island,3,8,11,-4,56,31744.0,38,213.0,217.0,32,49.53488372093023,08:49:04
Connor Hasley,Bentley,0,0,0,0,0,0.0,0,0.0,0.0,36,,00:00:00
Connor Joyce,Boston College,3,2,5,4,35,20897.0,2,66.0,53.0,35,55.46218487394958,05:48:17
Connor Kelley,Providence,1,3,4,4,41,43480.0,24,0.0,0.0,37,,12:04:40
Connor Kurth,Minnesota,18,21,39,31,103,38162.0,10,0.0,1.0,40,0.0,10:36:02
Connor MacKenzie,Vermont,0,0,0,0,0,0.0,0,0.0,0.0,3,,00:00:00
Connor MacPherson,New Hampshire,0,0,0,-1,2,1452.0,0,0.0,0.0,5,,00:24:12
Connor Marritt,Alaska-Anchorage,2,2,4,-4,31,27342.0,4,7.0,14.0,28,33.33333333333333,07:35:42
Connor McDonough,Ferris State,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Connor McGrath,Ferris State,0,8,8,-8,36,21756.0,8,74.0,96.0,26,43.529411764705884,06:02:36
Connor Milburn,Lake Superior,9,14,23,-10,57,29275.0,14,262.0,259.0,28,50.287907869481764,08:07:55
Connor Pelc,Mercyhurst,2,5,7,-15,44,21342.0,29,106.0,126.0,28,45.689655172413794,05:55:42
Connor Smith,Union,1,0,1,-5,13,11808.0,6,0.0,0.0,22,,03:16:48
Connor Sullivan,Yale,2,9,11,-12,40,40081.0,24,0.0,0.0,30,,11:08:01
Connor Sweeney,New Hampshire,2,6,8,-7,39,25210.0,8,8.0,9.0,35,47.05882352941176,07:00:10
Connor Welsh,Holy Cross,0,3,3,-2,22,16866.0,8,3.0,0.0,33,100.0,04:41:06
Conor Cole,Alaska-Anchorage,4,13,17,-10,27,26585.0,12,168.0,174.0,28,49.122807017543856,07:23:05
Conor Lovett,New Hampshire,5,1,6,-2,27,20319.0,10,142.0,103.0,35,57.95918367346938,05:38:39
Conor Ronayne,Stonehill,1,0,1,-1,6,4415.0,0,0.0,1.0,9,0.0,01:13:35
Cooper Flinton,Dartmouth,11,13,24,5,55,37863.0,8,2.0,11.0,32,15.384615384615385,10:31:03
Cooper Gay,St. Thomas,19,11,30,6,158,36987.0,14,21.0,27.0,35,43.75,10:16:27
Cooper Haar,Canisius,0,2,2,0,8,6425.0,4,1.0,1.0,9,50.0,01:47:05
Cooper Moore,Quinnipiac,1,13,14,10,57,45441.0,16,0.0,0.0,37,,12:37:21
Cooper Wylie,St. Cloud State,2,6,8,1,42,33859.0,24,0.0,0.0,26,,09:24:19
Cristophe Tellier,Northeastern,5,13,18,-12,52,36207.0,36,8.0,4.0,36,66.66666666666666,10:03:27
Croix Kochendorfer,Robert Morris,0,1,1,0,0,0.0,2,0.0,0.0,23,,00:00:00
Crossley Stewart,RIT,3,3,6,0,34,25561.0,21,0.0,0.0,24,,07:06:01
Cruz Lucius,Arizona State,2,8,10,-7,38,18791.0,14,0.0,0.0,19,,05:13:11
Cullen DeYoung,Sacred Heart,0,0,0,0,0,0.0,0,0.0,0.0,15,,00:00:00
Cullen Ferguson,Union,4,12,16,-6,76,50651.0,39,0.0,0.0,36,,14:04:11
Cullen Potter,Arizona State,13,9,22,-1,118,40118.0,6,218.0,273.0,35,44.39918533604888,11:08:38
Cy LeClerc,New Hampshire,8,20,28,-10,75,33417.0,12,242.0,212.0,33,53.30396475770925,09:16:57
DJ Hart,Union,3,5,8,1,45,32326.0,33,0.0,0.0,32,,08:58:46
Daimon Gardner,St. Cloud State,5,9,14,0,49,28073.0,14,9.0,7.0,32,56.25,07:47:53
Dakoda Rheaume-Mullen,Michigan,3,6,9,-5,28,29880.0,8,0.0,0.0,35,,08:18:00
Dalton Andrew,North Dakota,1,0,1,0,14,4009.0,8,1.0,0.0,14,100.0,01:06:49
Dalton Bancroft,Cornell,15,12,27,11,102,42593.0,48,7.0,9.0,36,43.75,11:49:53
Dalton Norris,Bowling Green,2,15,17,0,53,43830.0,17,1.0,0.0,36,100.0,12:10:30
Damien Carfagna,Ohio State,7,21,28,16,86,49345.0,6,0.0,0.0,38,,13:42:25
Dane Dowiak,Penn State,12,8,20,4,64,39358.0,20,288.0,202.0,40,58.77551020408164,10:55:58
Dane Montgomery,North Dakota,1,6,7,-4,30,12989.0,8,0.0,0.0,27,,03:36:29
Daniel Baldassarra,Long Island,2,2,4,3,14,7523.0,2,0.0,0.0,15,,02:05:23
Daniel Buchbinder,Mass.-Lowell,0,1,1,-1,4,6782.0,4,0.0,1.0,15,0.0,01:53:02
Daniel Duris,Long Island,0,0,0,0,0,0.0,0,0.0,0.0,4,,00:00:00
Daniel Ebrahim,Sacred Heart,3,2,5,-1,49,21244.0,8,1.0,3.0,33,25.0,05:54:04
Daniel Jenčko,Massachusetts,6,11,17,9,52,22805.0,10,0.0,3.0,28,0.0,06:20:05
Daniel Laatsch,Wisconsin,2,3,5,1,28,28637.0,2,0.0,1.0,22,0.0,07:57:17
Daniel Panetta,Colgate,10,3,13,10,71,27562.0,12,143.0,154.0,25,48.148148148148145,07:39:22
Daniel Russell,Michigan State,13,12,25,17,102,38828.0,27,8.0,8.0,37,50.0,10:47:08
Daniel Sambuco,Vermont,2,2,4,0,34,18980.0,46,2.0,1.0,27,66.66666666666666,05:16:20
Danny Ciccarello,Northern Michigan,1,4,5,-10,33,28220.0,12,166.0,158.0,33,51.23456790123457,07:50:20
Danny Dzhaniyev,Penn State,12,19,31,-3,119,40793.0,4,83.0,59.0,40,58.45070422535211,11:19:53
Danny Nelson,Notre Dame,13,13,26,-4,123,44185.0,35,471.0,352.0,36,57.22964763061968,12:16:25
Danny Weight,American Int'l,5,7,12,-8,49,27735.0,37,15.0,19.0,34,44.11764705882353,07:42:15
Dans Locmelis,Massachusetts,8,25,33,16,79,46914.0,8,371.0,322.0,40,53.535353535353536,13:01:54
Dario Beljo,American Int'l,11,9,20,-2,32,22681.0,10,73.0,112.0,30,39.45945945945946,06:18:01
David Andreychuk,Yale,1,3,4,-19,18,18726.0,22,14.0,27.0,27,34.146341463414636,05:12:06
David Breazeale,Maine,3,10,13,15,69,51158.0,10,0.0,1.0,38,0.0,14:12:38
David Chen,Yale,10,7,17,-4,48,18359.0,23,2.0,5.0,18,28.57142857142857,05:05:59
David Cote,Union,0,0,0,-1,3,3503.0,2,0.0,0.0,12,,00:58:23
David Gagnon,Lindenwood,11,17,28,1,85,37014.0,23,120.0,162.0,32,42.5531914893617,10:16:54
David Gucciardi,Michigan State,6,10,16,21,88,39198.0,42,0.0,0.0,37,,10:53:18
David Helledy,Bentley,0,2,2,-3,13,15406.0,6,0.0,0.0,25,,04:16:46
David Hymovitch,Arizona State,2,3,5,1,15,12554.0,0,0.0,0.0,23,,03:29:14
David Jacobs,Princeton,3,11,14,-3,41,31824.0,0,5.0,14.0,26,26.31578947368421,08:50:24
David Ma,Princeton,6,7,13,0,39,39563.0,33,0.0,0.0,30,,10:59:23
David Posma,American Int'l,2,7,9,-1,35,33883.0,51,0.0,0.0,36,,09:24:43
David Sacco,Merrimack,9,0,9,-3,33,20578.0,37,66.0,64.0,26,50.76923076923077,05:42:58
Davis Burnside,Ohio State,14,19,33,8,100,45951.0,18,1.0,4.0,40,20.0,12:45:51
Davis Fry,Mercyhurst,1,0,1,-3,4,6689.0,4,33.0,54.0,11,37.93103448275862,01:51:29
Davis Goukler,Alaska-Anchorage,1,2,3,-4,17,22125.0,4,0.0,0.0,22,,06:08:45
Davis Pennington,Quinnipiac,1,16,17,7,72,45802.0,20,0.0,0.0,38,,12:43:22
Dawson Good,Vermont,0,0,0,-3,4,4624.0,2,1.0,0.0,7,100.0,01:17:04
Dawson Smith,Robert Morris,0,0,0,0,0,0.0,0,0.0,0.0,5,,00:00:00
Dawson Tritt,Lake Superior,7,10,17,-11,57,35658.0,33,14.0,24.0,33,36.84210526315789,09:54:18
Dean Bauchiero,Brown,3,0,3,0,11,7398.0,19,1.0,1.0,18,50.0,02:03:18
Dean Letourneau,Boston College,0,3,3,6,34,22232.0,6,67.0,101.0,36,39.88095238095239,06:10:32
Dean Schwenninger,Stonehill,0,2,2,-5,16,12322.0,10,124.0,102.0,16,54.86725663716814,03:25:22
Dean Spak,Alaska,0,0,0,-1,1,1121.0,0,2.0,3.0,3,40.0,00:18:41
Deivs Rolovs,Niagara,0,0,0,0,0,0.0,0,0.0,0.0,2,,00:00:00
Derek Mullahy,Michigan Tech,0,0,0,0,0,0.0,0,0.0,0.0,21,,00:00:00
Devin Kaplan,Boston University,10,8,18,-8,48,35012.0,65,2.0,4.0,38,33.33333333333333,09:43:32
Devin Phillips,Holy Cross,11,20,31,-1,78,35479.0,6,6.0,17.0,34,26.08695652173913,09:51:19
Devlin O'Brien,Stonehill,2,2,4,-6,42,28214.0,37,39.0,34.0,31,53.42465753424658,07:50:14
Devon Carlstrom,Stonehill,0,0,0,-8,9,14419.0,2,0.0,0.0,15,,04:00:19
Dillan Bentley,Mass.-Lowell,9,7,16,-5,66,30223.0,16,208.0,206.0,34,50.24154589371981,08:23:43
Dimitri Mikrogiannakis,RIT,4,7,11,-6,57,46256.0,17,0.0,1.0,30,0.0,12:50:56
Dimitry Kebreau,Alaska-Anchorage,8,15,23,-5,62,29080.0,15,20.0,25.0,31,44.44444444444444,08:04:40
Dominic Basse,St. Lawrence,0,0,0,0,0,0.0,0,0.0,0.0,10,,00:00:00
Dominic Elliott,Robert Morris,6,13,19,-6,55,46334.0,18,0.0,0.0,35,,12:52:14
Dominic Foglia,Colgate,0,1,1,5,9,7772.0,4,0.0,0.0,16,,02:09:32
Dominic James,Minnesota-Duluth,14,16,30,5,108,44968.0,20,377.0,346.0,35,52.14384508990319,12:29:28
Dominic Payne,Canisius,6,8,14,2,71,45958.0,14,0.0,0.0,37,,12:45:58
Dominick Campione,Stonehill,2,10,12,-12,31,34540.0,30,1.0,0.0,29,100.0,09:35:40
Dominick Rivelli,Mass.-Lowell,0,0,0,0,1,1165.0,2,0.0,0.0,4,,00:19:25
Dominik Bartecko,Mercyhurst,6,6,12,-12,50,26739.0,2,0.0,1.0,31,0.0,07:25:39
Donovan Frias,Yale,7,5,12,-11,65,31845.0,20,188.0,275.0,30,40.60475161987041,08:50:45
Donte Lawson,Bemidji State,3,4,7,-2,45,20802.0,2,0.0,1.0,36,0.0,05:46:42
Doug Grimes,Boston University,1,0,1,-4,12,6175.0,8,1.0,2.0,15,33.33333333333333,01:42:55
Douglas Andersson,American Int'l,0,1,1,-3,2,4524.0,2,0.0,0.0,8,,01:15:24
Douglas Scott,RIT,1,1,2,-15,17,19205.0,10,0.0,0.0,28,,05:20:05
Dovar Tinling,Rensselaer,10,10,20,-1,53,30138.0,18,257.0,218.0,32,54.10526315789473,08:22:18
Drake Burgin,St. Lawrence,2,5,7,-21,39,49894.0,14,0.0,0.0,35,,13:51:34
Drew Fortescue,Boston College,0,11,11,28,38,41202.0,42,0.0,0.0,36,,11:26:42
Drew Garzone,Princeton,1,3,4,3,31,23812.0,6,171.0,137.0,25,55.519480519480524,06:36:52
Drew Hockley,Quinnipiac,1,3,4,3,26,17597.0,6,0.0,0.0,23,,04:53:17
Drew Kuzma,Lindenwood,2,4,6,-12,32,23765.0,19,199.0,159.0,32,55.58659217877096,06:36:05
Drew Montgomery,Colorado College,10,8,18,9,50,30414.0,18,33.0,49.0,34,40.243902439024396,08:26:54
Drew Sutton,Union,3,3,6,-10,24,23989.0,2,171.0,127.0,35,57.38255033557047,06:39:49
Drew Vieten,Niagara,2,3,5,6,12,9837.0,4,30.0,18.0,20,62.5,02:43:57
Duncan Ramsay,Vermont,0,3,3,-3,24,34358.0,6,0.0,0.0,32,,09:32:38
Dustin Geregach,Mercyhurst,7,14,21,-15,80,49463.0,10,0.0,0.0,35,,13:44:23
Dylan Contreras,Alaska-Anchorage,8,4,12,-6,35,26261.0,6,129.0,116.0,29,52.6530612244898,07:17:41
Dylan Finlay,Alaska-Anchorage,4,6,10,-11,29,28594.0,8,1.0,0.0,28,100.0,07:56:34
Dylan Godbout,Ohio State,0,1,1,-2,7,8203.0,2,0.0,2.0,14,0.0,02:16:43
Dylan Gratton,Omaha,2,12,14,-2,38,37130.0,6,0.0,0.0,36,,10:18:50
Dylan Herzog,Yale,2,9,11,-19,31,40603.0,33,0.0,0.0,30,,11:16:43
Dylan Hryckowian,Northeastern,17,19,36,4,102,46049.0,26,5.0,8.0,36,38.46153846153847,12:47:29
Dylan Jackson,Arizona State,7,9,16,2,51,24215.0,10,1.0,2.0,25,33.33333333333333,06:43:35
Dylan James,North Dakota,14,8,22,-4,74,39964.0,20,3.0,5.0,38,37.5,11:06:04
Dylan Lugris,Penn State,4,8,12,-8,48,21745.0,6,0.0,3.0,34,0.0,06:02:25
Dylan Meilun,Robert Morris,0,0,0,0,0,0.0,0,0.0,0.0,12,,00:00:00
Dylan Moulton,Miami,3,4,7,-28,54,39082.0,16,2.0,5.0,33,28.57142857142857,10:51:22
Dylan Silverstein,Quinnipiac,0,0,0,0,0,0.0,0,0.0,0.0,24,,00:00:00
Dylan Wegner,Army,2,4,6,-8,46,26976.0,16,1.0,3.0,34,25.0,07:29:36
EJ Emery,North Dakota,0,1,1,3,36,36211.0,40,0.0,0.0,31,,10:03:31
Eamon Powell,Boston College,4,16,20,20,43,40889.0,12,0.0,0.0,32,,11:21:29
Ean Somoza,Western Michigan,0,0,0,0,1,707.0,0,1.0,3.0,4,25.0,00:11:47
Easton Hesse,Lake Superior,0,1,1,0,0,0.0,0,0.0,0.0,6,,00:00:00
Easton Young,Augustana,3,10,13,7,30,37853.0,25,0.0,0.0,33,,10:30:53
Easton Zueger,Army,2,3,5,-8,36,37055.0,28,0.0,1.0,36,0.0,10:17:35
Edward Moskowitz,Holy Cross,0,1,1,0,7,2924.0,0,1.0,0.0,7,100.0,00:48:44
Elan Bar-Lev-Wise,Yale,1,1,2,-15,12,17115.0,8,89.0,149.0,25,37.39495798319328,04:45:15
Eli Barnett,Vermont,0,0,0,6,6,5029.0,2,0.0,0.0,8,,01:23:49
Eli Pulver,Minnesota State,0,1,1,0,0,0.0,0,0.0,0.0,1,,00:00:00
Eli Sebastian,Northeastern,1,0,1,-15,33,27909.0,0,138.0,202.0,33,40.588235294117645,07:45:09
Elias Jansson,Michigan Tech,12,11,23,0,82,33281.0,4,2.0,14.0,36,12.5,09:14:41
Elliott Groenewold,Quinnipiac,4,8,12,5,56,44769.0,18,0.0,0.0,38,,12:26:09
Elliott McDermott,Rensselaer,3,15,18,0,64,44776.0,4,0.0,0.0,35,,12:26:16
Ellis Rickwood,Clarkson,10,25,35,16,81,40344.0,22,430.0,318.0,39,57.48663101604278,11:12:24
Emerson Goode,Ferris State,0,0,0,-9,21,8936.0,6,7.0,3.0,13,70.0,02:28:56
Emmett Croteau,Dartmouth,0,0,0,0,0,0.0,9,0.0,0.0,18,,00:00:00
Eric Charpentier,Dartmouth,3,8,11,14,37,44590.0,26,0.0,0.0,33,,12:23:10
Eric DeDobbelaer,Robert Morris,0,0,0,-2,0,1357.0,0,0.0,1.0,5,0.0,00:22:37
Eric Martin,Bemidji State,10,13,23,-6,106,42468.0,8,31.0,40.0,37,43.66197183098591,11:47:48
Eric Parker,Bowling Green,1,9,10,-4,39,43699.0,6,0.0,0.0,36,,12:08:19
Eric Pohlkamp,Denver,11,24,35,31,151,60955.0,22,0.0,0.0,44,,16:55:55
Erik Bargholtz,Clarkson,6,7,13,-2,49,35536.0,12,7.0,9.0,39,43.75,09:52:16
Erik Påhlsson,Minnesota,3,15,18,7,64,24936.0,6,105.0,206.0,30,33.762057877813504,06:55:36
Ethan AuCoin,St. Cloud State,3,2,5,-3,32,16056.0,6,3.0,2.0,23,60.0,04:27:36
Ethan Barwick,Northern Michigan,0,0,0,0,0,0.0,0,0.0,0.0,6,,00:00:00
Ethan Benz,Union,1,1,2,-2,17,8600.0,0,0.0,0.0,14,,02:23:20
Ethan Bono,Merrimack,5,4,9,0,41,28584.0,6,153.0,201.0,33,43.22033898305085,07:56:24
Ethan Dahlmeir,Miami,0,1,1,0,0,0.0,0,0.0,0.0,14,,00:00:00
Ethan David,RIT,0,0,0,0,0,0.0,0,0.0,0.0,12,,00:00:00
Ethan Edwards,Michigan,5,16,21,-2,91,53270.0,40,0.0,0.0,36,,14:47:50
Ethan Elias,St. Thomas,0,5,5,-1,19,19994.0,2,0.0,1.0,29,0.0,05:33:14
Ethan Fredericks,Northeastern,0,0,0,0,2,1450.0,0,0.0,0.0,5,,00:24:10
Ethan Gardula,Connecticut,8,10,18,-2,50,28773.0,19,2.0,5.0,37,28.57142857142857,07:59:33
Ethan Gauer,St. Thomas,2,9,11,-6,27,33990.0,26,0.0,3.0,38,0.0,09:26:30
Ethan Langenegger,Clarkson,0,1,1,0,1,0.0,0,0.0,0.0,36,,00:00:00
Ethan Leyh,Bentley,17,25,42,11,137,48287.0,29,436.0,336.0,37,56.476683937823836,13:24:47
Ethan Lund,Niagara,2,5,7,10,32,23293.0,14,0.0,0.0,27,,06:28:13
Ethan Mistry,Brown,2,10,12,4,45,41742.0,6,0.0,0.0,32,,11:35:42
Ethan Pearson,Princeton,0,0,0,0,0,0.0,0,0.0,0.0,17,,00:00:00
Ethan Robertson,Canisius,0,1,1,0,0,0.0,0,0.0,0.0,20,,00:00:00
Ethan Scardina,Bowling Green,7,9,16,-1,77,36771.0,31,309.0,254.0,35,54.88454706927176,10:12:51
Ethan Straky,Colorado College,0,6,6,-6,34,32710.0,24,0.0,1.0,32,0.0,09:05:10
Ethan Szmagaj,Arizona State,1,4,5,0,18,14723.0,0,0.0,0.0,29,,04:05:23
Ethan Ullrick,Air Force,1,0,1,-5,17,10075.0,0,0.0,2.0,15,0.0,02:47:55
Ethan Warrener,Alaska-Anchorage,1,1,2,-5,15,17929.0,6,0.0,0.0,18,,04:58:49
Ethan Whitcomb,Connecticut,6,5,11,3,52,31824.0,47,159.0,227.0,39,41.19170984455959,08:50:24
Ethan Wolthers,Western Michigan,2,2,4,-1,4,3869.0,2,0.0,0.0,9,,01:04:29
Ethan Zielke,Lindenwood,4,3,7,-2,41,32457.0,12,226.0,241.0,30,48.394004282655246,09:00:57
Evan Bushy,Lake Superior,0,14,14,-8,35,35996.0,8,1.0,0.0,33,100.0,09:59:56
Evan McIntyre,Augustana,1,10,11,7,30,34637.0,24,0.0,0.0,35,,09:37:17
Evan Miller,RIT,1,1,2,-14,16,15752.0,8,16.0,23.0,28,41.02564102564102,04:22:32
Evan Mitchell,St. Lawrence,0,0,0,-3,1,1317.0,0,0.0,0.0,6,,00:21:57
Evan Murr,Minnesota State,7,20,27,18,75,53050.0,8,0.0,1.0,39,0.0,14:44:10
Evan Orloff,St. Lawrence,0,2,2,-1,11,10924.0,10,0.0,0.0,20,,03:02:04
Evan Orr,Stonehill,8,5,13,-13,72,44853.0,18,1.0,0.0,32,100.0,12:27:33
Evan Stella,American Int'l,1,6,7,-19,56,44629.0,16,0.0,1.0,35,0.0,12:23:49
Evan Szary,Army,0,0,0,0,0,0.0,0,0.0,0.0,10,,00:00:00
Evan Werner,Michigan,11,11,22,-12,90,31558.0,21,0.0,2.0,33,0.0,08:45:58
Evan Zhang,Harvard,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Everett Pietila,Lake Superior,0,5,5,-4,30,15212.0,10,3.0,2.0,25,60.0,04:13:32
Felikss Gavars,St. Lawrence,6,9,15,-18,82,36849.0,25,12.0,18.0,34,40.0,10:14:09
Felix Trudeau,Sacred Heart,15,23,38,1,130,41161.0,64,37.0,48.0,39,43.529411764705884,11:26:01
Filip Sitar,Connecticut,1,2,3,-5,28,19297.0,2,129.0,100.0,31,56.33187772925764,05:21:37
Fin Williams,Minnesota State,1,1,2,1,9,11413.0,2,54.0,41.0,19,56.84210526315789,03:10:13
Finn Loftus,Massachusetts,0,1,1,3,13,10122.0,4,0.0,0.0,31,,02:48:42
Fisher Scott,Colorado College,3,7,10,0,30,33202.0,12,1.0,1.0,34,50.0,09:13:22
Francesco Dell'Elce,Massachusetts,7,17,24,18,80,54434.0,12,0.0,0.0,40,,15:07:14
Frank Djurasevic,Maine,7,21,28,18,77,49051.0,14,0.0,0.0,38,,13:37:31
Frank Ireland,Stonehill,6,4,10,-13,58,19606.0,26,0.0,4.0,32,0.0,05:26:46
Frankie Carogioiello,Miami,1,1,2,-12,13,19107.0,24,4.0,7.0,32,36.36363636363637,05:18:27
Freddie Halyk,Denver,0,0,0,0,0,0.0,2,0.0,0.0,9,,00:00:00
Fyodor Nikolayenya,Alaska,1,2,3,3,27,17957.0,20,1.0,4.0,28,20.0,04:59:17
Félix Caron,Rensselaer,6,15,21,-10,53,32116.0,62,4.0,2.0,35,66.66666666666666,08:55:16
Gabe Blanchard,Sacred Heart,0,6,6,-2,47,35599.0,31,1.0,1.0,38,50.0,09:53:19
Gabe Perreault,Boston College,16,32,48,28,119,44128.0,25,20.0,20.0,37,50.0,12:15:28
Gabe Westling,St. Lawrence,1,8,9,-13,28,24117.0,6,107.0,142.0,30,42.971887550200805,06:41:57
Gabriel Lunn,Robert Morris,0,7,7,-5,45,36502.0,10,0.0,0.0,29,,10:08:22
Garett Drotts,Augustana,1,6,7,3,15,12393.0,8,1.0,2.0,20,33.33333333333333,03:26:33
Garrett Brown,Denver,2,6,8,9,29,32035.0,33,0.0,0.0,42,,08:53:55
Garrett Dahm,Clarkson,6,8,14,0,34,32307.0,12,212.0,256.0,38,45.2991452991453,08:58:27
Garrett Horsager,Bentley,0,9,9,12,46,43355.0,31,0.0,0.0,37,,12:02:35
Garrett Pinoniemi,Omaha,1,2,3,-5,30,22949.0,8,57.0,65.0,29,46.72131147540984,06:22:29
Garrett Schifsky,Michigan,11,9,20,0,87,36135.0,14,49.0,55.0,36,47.11538461538461,10:02:15
Garrett Sundquist,Sacred Heart,1,3,4,8,14,17730.0,2,0.0,0.0,20,,04:55:30
Garrett Szydlowski,Western Michigan,3,7,10,11,33,19203.0,4,0.0,10.0,39,0.0,05:20:03
Garrett Valk,Long Island,0,1,1,2,9,13507.0,2,0.0,0.0,19,,03:45:07
Gavin Best,Ferris State,10,9,19,-3,72,38458.0,4,9.0,14.0,36,39.130434782608695,10:40:58
Gavin Enright,St. Cloud State,0,0,0,0,0,0.0,0,0.0,0.0,10,,00:00:00
Gavin Gulash,Robert Morris,5,2,7,1,51,24449.0,33,4.0,12.0,33,25.0,06:47:29
Gavin Lindberg,Colorado College,5,5,10,-11,52,32138.0,8,119.0,95.0,37,55.60747663551402,08:55:38
Gavin McCarthy,Boston University,3,13,16,3,49,53998.0,51,0.0,0.0,39,,14:59:58
Gavin Morrissey,Wisconsin,9,23,32,4,72,43728.0,14,437.0,322.0,37,57.57575757575758,12:08:48
Gavin O'Connell,Michigan State,6,7,13,5,57,24921.0,10,4.0,3.0,28,57.14285714285714,06:55:21
Gavyn Thoreson,St. Cloud State,6,4,10,-6,63,34306.0,36,2.0,5.0,36,28.57142857142857,09:31:46
Gentry Shamburger,Boston College,1,0,1,1,11,8107.0,10,0.0,0.0,21,,02:15:07
George Fegaras,Cornell,1,13,14,1,50,28528.0,10,0.0,0.0,30,,07:55:28
George Grannis,Clarkson,0,0,0,1,1,1002.0,0,0.0,0.0,2,,00:16:42
George Krotiris,Robert Morris,4,6,10,-6,55,30345.0,20,53.0,61.0,32,46.49122807017544,08:25:45
Gibson Homer,Arizona State,0,0,0,0,0,0.0,0,0.0,0.0,16,,00:00:00
Girts Silkalns,Mass.-Lowell,1,2,3,0,8,4937.0,2,0.0,0.0,10,,01:22:17
Gleb Veremyev,Colorado College,9,8,17,5,65,35894.0,50,2.0,6.0,37,25.0,09:58:14
Glebs Prohorenkovs,Niagara,9,22,31,15,71,43016.0,16,410.0,327.0,37,55.63093622795115,11:56:56
Grady Hobbs,RIT,4,5,9,-18,62,29422.0,8,2.0,3.0,31,40.0,08:10:22
Graham Gamache,Providence,10,10,20,4,72,36621.0,10,119.0,98.0,37,54.83870967741935,10:10:21
Grant Ahcan,St. Cloud State,5,6,11,-3,37,30291.0,16,1.0,5.0,36,16.666666666666664,08:24:51
Grant Docter,St. Thomas,2,1,3,-5,14,19202.0,4,1.0,0.0,25,100.0,05:20:02
Grant Hindman,Lake Superior,3,3,6,-14,42,37868.0,30,0.0,0.0,36,,10:31:08
Grant Porter,Canisius,10,5,15,-7,65,29555.0,12,129.0,144.0,33,47.25274725274725,08:12:35
Grant Riley,Lake Superior,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Grant Silianoff,Notre Dame,5,3,8,-8,50,31176.0,18,3.0,4.0,38,42.857142857142854,08:39:36
Grant Slukynsky,Western Michigan,10,26,36,19,110,42132.0,2,245.0,252.0,42,49.29577464788733,11:42:12
Grayden Daul,Northern Michigan,0,1,1,-5,12,19938.0,16,0.0,0.0,28,,05:32:18
Grayden Slipec,Northern Michigan,10,9,19,-15,84,39499.0,14,15.0,33.0,32,31.25,10:58:19
Grayson Arnott,Maine,2,0,2,4,24,14182.0,4,0.0,0.0,20,,03:56:22
