Clean_Player,Team,G,A,Pts,plus_minus,Sh,TOI_sec,PIM,FOW,FOL,Games_Played,FO%,TOI
John Evans,Lindenwood,4,8,12,0,40,24335.0,6,1.0,9.0,28,10.0,06:45:35
John Fusco,Dartmouth,11,10,21,15,85,46515.0,39,0.0,0.0,32,,12:55:15
John Gelatt,Holy Cross,7,10,17,10,71,32498.0,10,94.0,124.0,37,43.11926605504588,09:01:38
John Gormley,Long Island,2,0,2,-4,29,38036.0,26,1.0,2.0,32,33.33333333333333,10:33:56
John Herrington,Lake Superior,4,14,18,-8,95,41943.0,18,230.0,234.0,36,49.56896551724138,11:39:03
John Jaworski,Sacred Heart,13,18,31,8,80,47353.0,12,248.0,310.0,39,44.44444444444444,13:09:13
John Larkin,Ohio State,0,0,0,0,5,3455.0,0,0.0,0.0,7,,00:57:35
John Lundy,American Int'l,10,10,20,-12,84,33751.0,10,62.0,35.0,37,63.91752577319587,09:22:31
John Mittelstadt,Minnesota,3,5,8,5,33,20435.0,0,105.0,100.0,35,51.21951219512195,05:40:35
John Mustard,Providence,7,13,20,1,108,34144.0,14,5.0,4.0,37,55.55555555555556,09:29:04
John Prokop,Union,8,19,27,12,87,53689.0,20,0.0,0.0,36,,14:54:49
John Seifarth,Penn State,0,0,0,0,0,0.0,0,0.0,0.0,6,,00:00:00
John Spetz,Connecticut,1,12,13,14,56,46336.0,27,3.0,26.0,35,10.344827586206897,12:52:16
John Waldron,Miami,4,16,20,-19,46,32842.0,8,156.0,198.0,28,44.06779661016949,09:07:22
John Whipple,Minnesota,0,3,3,4,14,18297.0,6,0.0,0.0,29,,05:04:57
Johnny Druskinis,Lake Superior,4,7,11,-16,56,40052.0,30,2.0,0.0,36,100.0,11:07:32
Johnny Wescoe,Niagara,1,2,3,-4,34,19007.0,2,3.0,7.0,26,30.0,05:16:47
Jon Bell,Army,0,4,4,-5,37,20445.0,14,0.0,1.0,27,0.0,05:40:45
Jonathan Castagna,Cornell,5,10,15,2,61,32942.0,20,290.0,204.0,32,58.70445344129555,09:09:02
Jonathan Ziskie,Niagara,1,0,1,-1,6,4655.0,0,0.0,0.0,7,,01:17:35
Joona Väisänen,Western Michigan,4,22,26,24,51,49472.0,12,0.0,0.0,42,,13:44:32
Jordan Biro,American Int'l,3,9,12,-7,56,31454.0,6,0.0,0.0,36,,08:44:14
Jordan Brisson,Colorado College,0,0,0,-1,0,509.0,0,0.0,0.0,1,,00:08:29
Jordan Hughesman,Merrimack,0,0,0,-1,0,1238.0,0,2.0,1.0,2,66.66666666666666,00:20:38
Jordan Power,Minnesota State,2,4,6,8,40,30889.0,31,0.0,3.0,37,0.0,08:34:49
Jordan Venegoni,Lake Superior,0,9,9,-2,19,16936.0,6,0.0,1.0,28,0.0,04:42:16
Josef Mysak,Merrimack,2,8,10,5,44,37296.0,25,1.0,0.0,34,100.0,10:21:36
Joseph Grainda,Stonehill,2,5,7,-2,39,31681.0,15,3.0,5.0,31,37.5,08:48:01
Joseph Messina,Union,1,3,4,1,16,13565.0,4,0.0,0.0,26,,03:46:05
Joseph Pierce,Minnesota-Duluth,1,4,5,5,67,30150.0,50,0.0,0.0,36,,08:22:30
Josh Bohlin,Army,0,0,0,-2,4,1891.0,0,0.0,0.0,4,,00:31:31
Josh Eernisse,Michigan,1,10,11,0,56,31633.0,34,1.0,7.0,36,12.5,08:47:13
Josh Groll,Minnesota State,14,18,32,31,88,41407.0,31,106.0,87.0,38,54.92227979274611,11:30:07
Josh Kotai,Augustana,0,1,1,0,0,0.0,2,0.0,0.0,31,,00:00:00
Josh Luedtke,St. Cloud State,3,5,8,-14,71,44810.0,10,0.0,0.0,36,,12:26:50
Josh Nadeau,Maine,10,19,29,12,114,40814.0,14,8.0,6.0,37,57.14285714285714,11:20:14
Josh Nixon,Union,14,9,23,8,79,34206.0,20,1.0,1.0,36,50.0,09:30:06
Josh Orrico,Michigan,0,0,0,-3,3,5041.0,0,0.0,0.0,8,,01:24:01
Josh Phillips,Union,0,1,1,-2,9,10156.0,2,0.0,0.0,18,,02:49:16
Josh Player,New Hampshire,0,0,0,-6,7,6280.0,2,0.0,0.0,13,,01:44:40
Josh Zary,Long Island,12,6,18,-1,75,28504.0,14,279.0,189.0,28,59.61538461538461,07:55:04
Josh Zinger,St. Cloud State,4,4,8,-13,58,33121.0,16,0.0,0.0,33,,09:12:01
Joshua Barnes,American Int'l,14,10,24,-14,85,35977.0,6,229.0,248.0,38,48.0083857442348,09:59:37
Joshua Karnish,Princeton,1,2,3,-4,32,22262.0,19,1.0,6.0,29,14.285714285714285,06:11:02
Joshua Schenk,Dartmouth,0,2,2,-2,16,9684.0,2,10.0,24.0,19,29.411764705882355,02:41:24
Joshua Wildauer,Lake Superior,0,0,0,-2,5,3746.0,2,0.0,0.0,7,,01:02:26
Jude Brower,Army,1,0,1,-5,5,5373.0,0,0.0,0.0,6,,01:29:33
Julian Facchinelli,Princeton,0,0,0,0,2,297.0,0,2.0,0.0,2,100.0,00:04:57
Julian Frias,Yale,2,4,6,-12,41,26189.0,12,3.0,6.0,30,33.33333333333333,07:16:29
Julian Molinaro,Northern Michigan,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Justin Barker,Stonehill,0,0,0,-2,1,986.0,2,1.0,2.0,2,33.33333333333333,00:16:26
Justin Gibson,Stonehill,1,5,6,-11,33,30685.0,0,0.0,0.0,30,,08:31:25
Justin Janicke,Notre Dame,15,19,34,-3,71,46486.0,29,0.0,4.0,38,0.0,12:54:46
Justin Mexico,American Int'l,3,12,15,-3,58,30163.0,12,131.0,171.0,32,43.377483443708606,08:22:43
Justin Solovey,Harvard,5,7,12,4,59,31951.0,16,2.0,6.0,33,25.0,08:52:31
Kade Nielsen,Minnesota State,0,0,0,0,1,964.0,0,0.0,0.0,4,,00:16:04
Kade Turner,Ferris State,1,1,2,-9,8,14806.0,4,1.0,0.0,25,100.0,04:06:46
Kaden Bohlsen,Minnesota State,12,5,17,13,64,25503.0,31,11.0,16.0,28,40.74074074074074,07:05:03
Kaden Muir,Mercyhurst,0,1,1,-16,8,16576.0,16,0.0,0.0,21,,04:36:16
Kaden Shahan,Connecticut,9,5,14,-4,98,32400.0,4,3.0,8.0,39,27.27272727272727,09:00:00
Kaelan Taylor,Clarkson,1,6,7,15,31,41370.0,10,0.0,0.0,39,,11:29:30
Kai Daniells,Princeton,2,2,4,-8,22,16454.0,2,8.0,13.0,18,38.095238095238095,04:34:14
Kai Greaves,Princeton,2,1,3,-10,26,27740.0,2,0.0,0.0,29,,07:42:20
Kai Janviriya,Connecticut,0,14,14,5,48,46091.0,6,0.0,0.0,39,,12:48:11
Kaidan Mbereko,Colorado College,0,0,0,0,0,0.0,0,0.0,0.0,31,,00:00:00
Kaleb Ergang,Ferris State,6,15,21,3,61,35360.0,6,1.0,10.0,35,9.090909090909092,09:49:20
Kaleb Tiessen,St. Cloud State,0,0,0,-3,10,6495.0,2,0.0,0.0,11,,01:48:15
Kalen Szeto,Yale,4,1,5,-14,38,20203.0,4,1.0,9.0,27,10.0,05:36:43
Kamil Bednarik,Boston University,2,17,19,1,46,38250.0,28,269.0,279.0,40,49.08759124087591,10:37:30
Karl Falk,St. Cloud State,0,4,4,-3,21,20147.0,6,0.0,0.0,28,,05:35:47
Karsen Dorwart,Michigan State,13,18,31,20,104,36303.0,12,300.0,315.0,35,48.78048780487805,10:05:03
Karter McNarland,Alaska-Anchorage,2,4,6,-1,21,19828.0,4,2.0,3.0,23,40.0,05:30:28
Kash Rasmussen,Canisius,2,6,8,5,20,11540.0,6,59.0,68.0,14,46.45669291338583,03:12:20
Kasper Magnussen,Bemidji State,7,9,16,-13,64,33118.0,44,0.0,1.0,37,0.0,09:11:58
Kasper Vaharautio,Michigan Tech,0,4,4,-7,16,34520.0,2,0.0,0.0,36,,09:35:20
Kazimier Sobieski,Massachusetts,0,0,0,1,1,1907.0,2,0.0,0.0,5,,00:31:47
Keaton Peters,Penn State,2,4,6,-13,38,29689.0,6,246.0,202.0,35,54.91071428571429,08:14:49
Keegan Langefels,Canisius,0,0,0,0,3,3149.0,0,0.0,0.0,4,,00:52:29
Keenan Rancier,Vermont,0,0,0,0,0,0.0,0,0.0,0.0,14,,00:00:00
Kellan Hjartarson,Bentley,8,8,16,0,64,37218.0,4,61.0,56.0,40,52.13675213675214,10:20:18
Kennedy O'Connor,Massachusetts,0,6,6,7,16,16815.0,8,0.0,0.0,34,,04:40:15
Kenny Connors,Massachusetts,10,19,29,4,101,47644.0,6,313.0,300.0,40,51.060358890701465,13:14:04
Kent Anderson,Denver,1,7,8,13,32,51574.0,14,0.0,0.0,44,,14:19:34
Kevin Anderson,Princeton,5,4,9,-5,52,26864.0,27,6.0,8.0,28,42.857142857142854,07:27:44
Kevin Marx-Norén,RIT,1,0,1,-2,4,3909.0,0,0.0,0.0,5,,01:05:09
Kevin Reidler,Omaha,0,0,0,0,0,0.0,0,0.0,0.0,8,,00:00:00
Kevin Scott,RIT,0,4,4,-19,32,34741.0,14,1.0,2.0,35,33.33333333333333,09:39:01
Kienan Draper,Michigan,7,2,9,-4,46,28569.0,37,183.0,210.0,33,46.56488549618321,07:56:09
Kieran Cebrian,Denver,6,9,15,12,48,41272.0,16,386.0,339.0,44,53.241379310344826,11:27:52
Kieran O'Hearn,Yale,1,6,7,-5,33,35619.0,32,0.0,0.0,29,,09:53:39
Killian Kiecker-Olson,Canisius,3,2,5,1,21,16803.0,6,132.0,101.0,22,56.65236051502146,04:40:03
Kirklan Irey,Bemidji State,11,13,24,-4,71,40586.0,14,4.0,5.0,38,44.44444444444444,11:16:26
Klavs Veinbergs,Colorado College,9,10,19,-8,60,34482.0,32,308.0,214.0,36,59.00383141762452,09:34:42
Klayton Knapp,Minnesota-Duluth,0,0,0,0,0,0.0,0,0.0,0.0,16,,00:00:00
Kolby Amici,Bentley,0,0,0,-3,2,1978.0,2,0.0,0.0,5,,00:32:58
Kristaps Skrastins,New Hampshire,3,3,6,-5,50,22746.0,4,1.0,3.0,32,25.0,06:19:06
Kristof Papp,Lindenwood,4,7,11,-1,56,33547.0,2,246.0,208.0,29,54.18502202643172,09:19:07
Kristoffer Eberly,Ohio State,0,0,0,0,0,0.0,0,0.0,0.0,17,,00:00:00
Kyle Aucoin,Harvard,2,2,4,-3,40,24980.0,8,0.0,0.0,28,,06:56:20
Kyle Bettens,Minnesota-Duluth,1,5,6,-9,25,23595.0,12,6.0,6.0,32,50.0,06:33:15
Kyle Chauvette,Union,0,0,0,0,0,0.0,0,0.0,0.0,35,,00:00:00
Kyle Furey,Northeastern,0,0,0,-1,0,778.0,0,0.0,0.0,3,,00:12:58
Kyle Gaffney,Alaska,6,14,20,-6,61,37349.0,6,252.0,248.0,32,50.4,10:22:29
Kyle Haskins,Canisius,11,12,23,-12,89,36811.0,24,220.0,301.0,37,42.226487523992326,10:13:31
Kyle Heath,Stonehill,1,3,4,-4,10,12791.0,2,25.0,45.0,20,35.714285714285715,03:33:11
Kyle Kukkonen,Wisconsin,10,9,19,-1,101,31776.0,22,1.0,1.0,37,50.0,08:49:36
Kyle Penney,Cornell,6,1,7,8,45,21692.0,15,20.0,25.0,25,44.44444444444444,06:01:32
Kyle Smolen,Arizona State,12,18,30,12,67,37346.0,22,113.0,152.0,35,42.64150943396226,10:22:26
Kyler Head,Mercyhurst,0,0,0,-3,10,3369.0,6,1.0,0.0,6,100.0,00:56:09
Kyler Kleven,Niagara,3,6,9,-4,26,15044.0,10,4.0,3.0,26,57.14285714285714,04:10:44
Kyler Kovich,Cornell,5,9,14,13,45,29714.0,25,119.0,110.0,36,51.96506550218341,08:15:14
Lachlan Getz,Holy Cross,0,8,8,5,34,41574.0,32,0.0,0.0,38,,11:32:54
Lane Brockhoff,Niagara,0,1,1,0,13,11240.0,4,0.0,0.0,15,,03:07:20
Larry Keenan,Massachusetts,4,7,11,16,75,48096.0,16,0.0,0.0,40,,13:21:36
Lars Rodne,Niagara,10,4,14,2,84,28313.0,6,0.0,1.0,29,0.0,07:51:53
Lassi Lehti,Alaska,0,0,0,0,0,0.0,0,0.0,0.0,13,,00:00:00
Lauri Raiman,Michigan Tech,1,4,5,1,41,27214.0,4,44.0,47.0,35,48.35164835164835,07:33:34
Lauri Sertti,American Int'l,1,6,7,1,34,48820.0,6,0.0,0.0,37,,13:33:40
Lawton Zacher,Brown,0,0,0,0,0,0.0,0,0.0,0.0,28,,00:00:00
Lee Chiang,Robert Morris,0,0,0,0,2,1254.0,0,0.0,0.0,3,,00:20:54
Lee Parks,Mass.-Lowell,8,6,14,6,54,28159.0,10,2.0,3.0,34,40.0,07:49:19
Leo Chambers,Stonehill,2,3,5,-4,34,22820.0,10,95.0,193.0,31,32.98611111111111,06:20:20
Leo Gruba,Minnesota,1,2,3,7,45,35556.0,10,0.0,0.0,40,,09:52:36
Leo Schwartz,Brown,0,2,2,2,10,8500.0,6,0.0,0.0,20,,02:21:40
Liam Devlin,New Hampshire,9,14,23,-6,83,36797.0,40,1.0,2.0,35,33.33333333333333,10:13:17
Liam Lesakowski,Maine,0,0,0,2,18,14942.0,8,0.0,0.0,24,,04:09:02
Liam Malmquist,St. Thomas,20,25,45,18,132,49248.0,8,8.0,16.0,38,33.33333333333333,13:40:48
Liam McLinskey,Holy Cross,24,30,54,5,140,46429.0,18,13.0,18.0,40,41.935483870967744,12:53:49
Liam Souliere,Minnesota,0,1,1,0,0,0.0,0,0.0,0.0,25,,00:00:00
Liam Valente,Western Michigan,14,19,33,8,125,36896.0,10,1.0,0.0,42,100.0,10:14:56
Liam Watkins,Omaha,2,2,4,-7,15,9695.0,0,67.0,56.0,15,54.47154471544715,02:41:35
Libor Nemec,Mass.-Lowell,6,6,12,-9,49,24472.0,14,56.0,75.0,26,42.74809160305343,06:47:52
Linards Lipskis,Stonehill,0,0,0,0,0,0.0,0,0.0,0.0,6,,00:00:00
Linden Alger,Massachusetts,3,7,10,5,49,34611.0,10,0.0,0.0,40,,09:36:51
Logan Acheson,Alaska-Anchorage,1,5,6,-2,26,23259.0,4,0.0,0.0,27,,06:27:39
Logan Hensler,Wisconsin,2,10,12,-13,50,34548.0,27,0.0,0.0,32,,09:35:48
Logan Heroux,Ferris State,3,11,14,1,58,26686.0,28,0.0,0.0,32,,07:24:46
Logan Morrell,Michigan Tech,11,10,21,5,71,31568.0,29,299.0,210.0,32,58.7426326129666,08:46:08
Logan Sawyer,Providence,6,10,16,7,106,31580.0,10,5.0,3.0,37,62.5,08:46:20
Logan Stein,Michigan,0,1,1,0,0,0.0,0,0.0,0.0,23,,00:00:00
Logan Terness,Ohio State,0,1,1,0,0,0.0,0,0.0,0.0,25,,00:00:00
Logan Will,Providence,8,16,24,10,73,36347.0,4,302.0,251.0,37,54.61121157323689,10:05:47
Louden Hogg,Holy Cross,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Louis Jamernik V,North Dakota,4,6,10,3,31,24464.0,29,105.0,89.0,30,54.123711340206185,06:47:44
Luc Laylin,St. Thomas,4,6,10,-5,45,28709.0,18,216.0,208.0,38,50.943396226415096,07:58:29
Luc Pelletier,Princeton,3,5,8,-7,29,13589.0,35,155.0,154.0,29,50.161812297734635,03:46:29
Luc Wilson,Minnesota State,7,6,13,0,63,26534.0,24,2.0,3.0,32,40.0,07:22:14
Luca Di Pasquo,Michigan State,0,0,0,0,0,0.0,0,0.0,0.0,7,,00:00:00
Luca Fantilli,Michigan,1,5,6,-5,30,37880.0,8,0.0,0.0,34,,10:31:20
Luca Leighton,Long Island,1,7,8,5,38,15383.0,22,0.0,1.0,23,0.0,04:16:23
Luca Münzenberger,Vermont,5,7,12,11,40,38257.0,18,0.0,1.0,31,0.0,10:37:37
Lucas Buzziol,Union,5,8,13,-3,41,28675.0,14,169.0,188.0,29,47.33893557422969,07:57:55
Lucas Kanta,Army,0,0,0,-3,4,2533.0,2,1.0,0.0,5,100.0,00:42:13
Lucas Massie,Union,0,0,0,0,0,0.0,0,0.0,0.0,2,,00:00:00
Lucas Matta,Rensselaer,0,0,0,-4,19,8967.0,8,1.0,0.0,19,100.0,02:29:27
Lucas Mercuri,Massachusetts,10,21,31,14,81,44768.0,24,383.0,330.0,40,53.71669004207573,12:26:08
Lucas Olvestad,Massachusetts,4,16,20,8,61,51771.0,22,0.0,0.0,38,,14:22:51
Lucas St. Louis,Harvard,2,9,11,-6,35,36259.0,12,0.0,0.0,33,,10:04:19
Lucas Wahlin,St. Thomas,17,24,41,15,141,50945.0,50,385.0,425.0,38,47.53086419753087,14:09:05
Luigi Benincasa,Minnesota State,6,18,24,9,56,31749.0,8,170.0,200.0,39,45.94594594594595,08:49:09
Luis Lindner,New Hampshire,0,6,6,3,27,18249.0,4,0.0,0.0,28,,05:04:09
Luka Sukovic,Clarkson,7,9,16,7,51,28927.0,16,119.0,127.0,36,48.3739837398374,08:02:07
Lukas Gustafsson,Boston College,2,13,15,16,48,37875.0,14,0.0,0.0,35,,10:31:15
Lukas Sillinger,Arizona State,8,30,38,8,55,38488.0,12,1.0,5.0,35,16.666666666666664,10:41:28
Luke Amell,Sacred Heart,1,0,1,0,8,5023.0,6,0.0,0.0,7,,01:23:43
Luke Antonacci,Maine,2,2,4,10,23,24966.0,6,0.0,0.0,30,,06:56:06
Luke Ashton,Minnesota State,5,8,13,10,61,36670.0,6,1.0,0.0,38,100.0,10:11:10
Luke Bast,Minnesota-Duluth,0,1,1,-5,2,5824.0,2,0.0,0.0,15,,01:37:04
Luke Buss,Wisconsin,0,0,0,-2,2,1406.0,0,0.0,0.0,5,,00:23:26
Luke Farthing,Canisius,1,4,5,-8,21,15692.0,10,0.0,0.0,15,,04:21:32
Luke Haymes,Dartmouth,12,6,18,-1,60,25333.0,14,243.0,142.0,22,63.116883116883116,07:02:13
Luke Johnson,Alaska,2,2,4,1,18,11735.0,4,1.0,3.0,15,25.0,03:15:35
Luke Khozozian,Harvard,0,0,0,0,1,508.0,0,0.0,0.0,1,,00:08:28
Luke LaMaster,Alaska,0,6,6,9,25,23816.0,10,0.0,0.0,27,,06:36:56
Luke Levandowski,Lake Superior,5,9,14,-2,48,28061.0,4,1.0,0.0,34,100.0,07:47:41
Luke Lisko,Ferris State,0,0,0,-3,2,2013.0,2,14.0,11.0,3,56.00000000000001,00:33:33
Luke Marshall,Canisius,1,1,2,0,25,23497.0,6,0.0,0.0,23,,06:31:37
Luke Mittelstadt,Minnesota,2,16,18,23,65,46413.0,8,0.0,0.0,40,,12:53:33
Luke Mobley,Augustana,13,7,20,6,70,40871.0,14,376.0,362.0,34,50.94850948509485,11:21:11
Luke Mylymok,Niagara,1,1,2,-9,13,6934.0,2,1.0,2.0,10,33.33333333333333,01:55:34
Luke Pakulak,Clarkson,2,5,7,-3,14,13895.0,10,71.0,95.0,30,42.77108433734939,03:51:35
Luke Pavicich,Arizona State,0,0,0,0,0,0.0,0,0.0,0.0,23,,00:00:00
Luke Pearson,Yale,0,0,0,0,0,0.0,0,0.0,0.0,6,,00:00:00
Luke Reid,New Hampshire,1,11,12,-7,63,51750.0,10,0.0,0.0,35,,14:22:30
Luke Roelofs,Bemidji State,0,1,1,-6,20,12231.0,6,0.0,0.0,18,,03:23:51
Luke Weilandt,Merrimack,1,5,6,-8,45,29719.0,14,181.0,197.0,35,47.883597883597886,08:15:19
Luke van Why,Robert Morris,2,12,14,-3,48,40613.0,12,0.0,0.0,31,,11:16:53
Lynden Breen,Maine,7,6,13,5,52,22528.0,18,141.0,129.0,22,52.22222222222223,06:15:28
Lynden Grandberg,Brown,1,0,1,3,12,9522.0,4,22.0,23.0,20,48.888888888888886,02:38:42
Mac Gadowsky,Army,16,26,42,5,99,55406.0,6,0.0,0.0,38,,15:23:26
Mac Swanson,North Dakota,2,16,18,0,26,32706.0,2,0.0,1.0,38,0.0,09:05:06
Mack Oliphant,Holy Cross,3,26,29,3,78,55169.0,4,0.0,0.0,36,,15:19:29
Maddox Fleming,Notre Dame,0,3,3,-3,22,14368.0,10,2.0,1.0,22,66.66666666666666,03:59:28
Malachi Klassen,Holy Cross,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Marcus Broberg,Omaha,1,8,9,6,28,22819.0,22,0.0,0.0,27,,06:20:19
Marcus Brännman,Clarkson,0,0,0,0,0,0.0,2,0.0,0.0,5,,00:00:00
Marcus Joughin,Sacred Heart,3,18,21,-2,58,39032.0,14,233.0,226.0,39,50.76252723311547,10:50:32
Marcus Pedersen,Michigan Tech,4,4,8,-2,36,20069.0,8,17.0,18.0,29,48.57142857142857,05:34:29
Marek Hejduk,Harvard,4,1,5,-10,27,19236.0,8,5.0,6.0,26,45.45454545454545,05:20:36
Marian Mosko,Cornell,0,0,0,-1,1,597.0,0,0.0,0.0,2,,00:09:57
Mario Gasparini,Vermont,0,1,1,-1,1,2787.0,0,0.0,0.0,6,,00:46:27
Mark Estapa,Michigan,2,10,12,-2,49,30461.0,32,304.0,238.0,35,56.08856088560885,08:27:41
Martin Lundberg,Ferris State,0,0,0,0,0,0.0,0,0.0,0.0,3,,00:00:00
Marty Lavins,New Hampshire,8,9,17,-2,79,38978.0,34,174.0,169.0,35,50.72886297376093,10:49:38
Mason Croucher,RIT,0,0,0,-1,17,13738.0,10,0.0,0.0,21,,03:48:58
Mason Kucenski,St. Lawrence,0,2,2,0,0,0.0,0,0.0,0.0,28,,00:00:00
Mason Langenbrunner,Harvard,6,4,10,3,52,33173.0,24,0.0,0.0,33,,09:12:53
Mason Marcellus,Quinnipiac,10,28,38,6,67,42278.0,28,53.0,67.0,38,44.166666666666664,11:44:38
Mason McCormick,Air Force,5,5,10,-7,72,36544.0,41,298.0,272.0,35,52.28070175438596,10:09:04
Mason Nevers,Minnesota,6,3,9,2,30,23279.0,4,4.0,5.0,33,44.44444444444444,06:27:59
Mason Poolman,St. Thomas,4,7,11,-9,44,37680.0,13,0.0,1.0,38,0.0,10:28:00
Mason Reiners,St. Cloud State,0,3,3,2,38,42512.0,4,0.0,1.0,36,0.0,11:48:32
Mason Salquist,St. Cloud State,3,4,7,-7,47,32626.0,16,368.0,275.0,36,57.23172628304821,09:03:46
Mason Waite,St. Lawrence,4,12,16,-15,69,50336.0,6,0.0,0.0,35,,13:58:56
Mason Wheeler,Minnesota State,0,6,6,22,34,47628.0,13,0.0,7.0,39,0.0,13:13:48
Massimo Lombardi,Vermont,8,10,18,-15,61,36325.0,8,9.0,10.0,35,47.368421052631575,10:05:25
Matej Marinov,Quinnipiac,0,1,1,0,0,0.0,0,0.0,0.0,17,,00:00:00
Mateo Dixon,Vermont,1,0,1,-4,4,2227.0,17,0.0,0.0,4,,00:37:07
Mathieu Caron,Boston University,0,3,3,0,0,0.0,0,0.0,0.0,21,,00:00:00
Mathieu Cobetto-Roy,RIT,0,3,3,-5,27,17685.0,12,129.0,126.0,29,50.588235294117645,04:54:45
Matt Basgall,Michigan State,6,20,26,9,89,45134.0,8,0.0,1.0,37,0.0,12:32:14
Matt Cato,Vermont,0,0,0,-1,2,891.0,0,0.0,0.0,2,,00:14:51
Matt Choupani,Miami,6,10,16,-18,49,38537.0,28,8.0,29.0,34,21.62162162162162,10:42:17
Matt Copponi,Boston University,6,18,24,15,79,40878.0,14,140.0,181.0,40,43.613707165109034,11:21:18
Matt Corbet,Ferris State,2,3,5,-4,45,16136.0,12,3.0,8.0,21,27.27272727272727,04:28:56
Matt Crasa,Mass.-Lowell,5,9,14,1,52,25167.0,12,4.0,8.0,29,33.33333333333333,06:59:27
Matt Davis,Denver,0,1,1,0,0,0.0,0,0.0,0.0,40,,00:00:00
Matt DeBoer,Holy Cross,11,20,31,3,108,39296.0,46,4.0,13.0,40,23.52941176470588,10:54:56
Matt DiMarsico,Penn State,17,15,32,12,153,40038.0,30,6.0,3.0,39,66.66666666666666,11:07:18
Matt Fusco,Dartmouth,1,6,7,-3,39,24301.0,4,0.0,0.0,32,,06:45:01
Matt Hubbarde,Alaska,13,10,23,5,60,31343.0,25,9.0,13.0,30,40.909090909090914,08:42:23
Matt Johnson,Alaska-Anchorage,4,5,9,0,31,21708.0,10,44.0,71.0,26,38.26086956521739,06:01:48
Matt Koethe,Alaska,5,8,13,-8,82,28479.0,14,7.0,18.0,32,28.000000000000004,07:54:39
Matt Rickard,Alaska,4,2,6,-6,34,25048.0,18,0.0,0.0,25,,06:57:28
Matt Shatsky,Holy Cross,1,8,9,-5,29,36202.0,8,0.0,0.0,28,,10:03:22
Matt Vermaeten,Canisius,4,4,8,-5,46,25675.0,2,44.0,74.0,35,37.28813559322034,07:07:55
Matteo Costantini,Western Michigan,8,15,23,10,91,41181.0,20,227.0,205.0,40,52.54629629629629,11:26:21
Matteo Disipio,Mercyhurst,3,3,6,-4,20,10830.0,2,0.0,0.0,16,,03:00:30
Matteo Giampa,Canisius,8,22,30,-10,82,40510.0,10,3.0,12.0,37,20.0,11:15:10
Matteo Pecchia,Alaska,0,0,0,-1,4,2565.0,6,1.0,1.0,6,50.0,00:42:45
Matthew Argentina,Northern Michigan,2,2,4,-2,23,10343.0,10,0.0,0.0,16,,02:52:23
Matthew Brille,Brown,0,0,0,1,2,1672.0,2,1.0,0.0,4,100.0,00:27:52
Matthew Campbell,Michigan Tech,6,6,12,7,60,41410.0,26,0.0,1.0,34,0.0,11:30:10
Matthew Gleason,St. Thomas,11,11,22,10,64,38996.0,43,189.0,189.0,35,50.0,10:49:56
Matthew Guerra,Sacred Heart,7,12,19,8,73,37352.0,37,131.0,148.0,39,46.95340501792115,10:22:32
Matthew Kursonis,Holy Cross,10,15,25,1,75,24492.0,14,199.0,152.0,27,56.69515669515669,06:48:12
Matthew McGroarty,Quinnipiac,0,2,2,-4,11,6390.0,2,52.0,34.0,20,60.46511627906976,01:46:30
Matthew Morden,Harvard,1,5,6,-1,29,35358.0,6,0.0,0.0,31,,09:49:18
Matthew Perkins,Minnesota-Duluth,1,4,5,-7,38,20156.0,14,14.0,15.0,29,48.275862068965516,05:35:56
Matthew Romer,Northern Michigan,5,3,8,-8,35,19015.0,4,1.0,10.0,23,9.090909090909092,05:16:55
Matthew Syverson,Minnesota State,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Matthew Wilde,RIT,18,14,32,-7,95,30484.0,24,2.0,5.0,27,28.57142857142857,08:28:04
Matthew Wood,Minnesota,17,22,39,19,123,39465.0,16,35.0,26.0,39,57.377049180327866,10:57:45
Mattias Sholl,Bemidji State,0,1,1,0,0,0.0,0,0.0,0.0,37,,00:00:00
Matvei Kabanov,Bowling Green,2,4,6,0,12,8208.0,2,1.0,0.0,13,100.0,02:16:48
Max Beckford,Bentley,0,0,0,0,0,0.0,0,0.0,0.0,4,,00:00:00
Max Burkholder,Colorado College,6,20,26,-2,59,45135.0,12,0.0,0.0,37,,12:32:15
Max Dorrington,Sacred Heart,12,10,22,4,67,36382.0,47,337.0,282.0,38,54.44264943457189,10:06:22
Max Dukovac,Miami,5,5,10,-14,33,22741.0,14,1.0,5.0,25,16.666666666666664,06:19:01
Max Helgeson,Alaska-Anchorage,8,11,19,-7,78,41269.0,16,97.0,130.0,34,42.731277533039645,11:27:49
Max Itagaki,Ferris State,2,6,8,-6,28,18141.0,14,2.0,2.0,26,50.0,05:02:21
Max Koskipirtti,Michigan Tech,7,20,27,-2,63,43000.0,0,336.0,361.0,36,48.20659971305595,11:56:40
Max Lacroix,Boston University,0,0,0,0,0,0.0,0,0.0,0.0,4,,00:00:00
Max Lundgren,Merrimack,0,0,0,0,0,0.0,0,0.0,0.0,24,,00:00:00
Max Montes,Ohio State,14,12,26,3,93,39795.0,16,239.0,233.0,40,50.63559322033898,11:03:15
Max Nagel,Colgate,6,18,24,-4,78,40941.0,12,2.0,2.0,36,50.0,11:22:21
